"番号","投与区分","厚労省コード","医薬品名","一般名","規格単位","会社名","薬価","旧薬価","先発・後発","規制区分","経過措置日","HOT番号","レセ電算コード(1)","置き換え率","一般名処方マスタ","YJコード","薬効87分類","拡張薬効分類","成分名","販売中止予定日"
"2024","外","2259713G2020","エクリラ400μgジェヌエア60吸入用","アクリジニウム臭化物吸入剤","60吸入1キット","杏林","3784.60","4157.60","先発品","処","","124148801","622414801","1","なし","2259713G2020","呼吸器官用薬－気管支拡張剤－その他","気管支拡張薬-吸入(抗コリン薬)","アクリジニウム臭化物","-"
"2025","外","2259801X1037","アレベール吸入用溶解液0.125%","チロキサポール吸入剤","0.125%1mL","アルフレッサファーマ","5.20","5.20","","","","104126201","620006374","","なし","2259801X1037","呼吸器官用薬－気管支拡張剤－その他","吸入用溶解剤","チロキサポール","-"
"2026","外","2259806G1021","アノーロエリプタ7吸入用","ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩吸入剤","7吸入1キット","GSK","1297.90","1412.80","先発品","処","","123639201","622363901","1","なし","2259806G1021","呼吸器官用薬－気管支拡張剤－その他","気管支拡張薬-吸入(β2刺激薬),気管支拡張薬-吸入(抗コリン薬),気管支拡張薬-吸入(抗コリン薬・β2刺激薬配合薬)","ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩","-"
"2027","外","2259806G2028","アノーロエリプタ30吸入用","ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩吸入剤","30吸入1キット","GSK","4646.80","5445.10","先発品","処","","124264501","622426401","1","なし","2259806G2028","呼吸器官用薬－気管支拡張剤－その他","気管支拡張薬-吸入(β2刺激薬),気管支拡張薬-吸入(抗コリン薬),気管支拡張薬-吸入(抗コリン薬・β2刺激薬配合薬)","ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩","-"
"2028","外","2259807G2022","スピオルトレスピマット60吸入","チオトロピウム臭化物水和物・オロダテロール塩酸塩吸入剤","60吸入1キット","日本ベーリンガー","4984.30","5353.80","先発品","処","","124502801","622450201","1","なし","2259807G2022","呼吸器官用薬－気管支拡張剤－その他","気管支拡張薬-吸入(β2刺激薬),気管支拡張薬-吸入(抗コリン薬),気管支拡張薬-吸入(抗コリン薬・β2刺激薬配合薬)","チオトロピウム臭化物水和物・オロダテロール塩酸塩","-"
"2029","外","2260700F1021","アズノールうがい液4%","アズレンスルホン酸ナトリウム水和物含嗽剤","4%1mL","ロートニッテン=日本新薬","21.10","24.30","後発品","","","114931901","660463002","3","あり","2260700F1021","呼吸器官用薬－含嗽剤－その他","含嗽薬(消炎薬)","アズレンスルホン酸ナトリウム水和物","-"
"2030","外","2260702F1055","含嗽用ハチアズレ顆粒","アズレンスルホン酸ナトリウム水和物・炭酸水素ナトリウム含嗽剤","0.1%1g","東洋製化=小野","6.90","6.30","","","","104161301","620003851","","あり","2260702F1055","呼吸器官用薬－含嗽剤－その他","含嗽薬(消炎薬)","アズレンスルホン酸ナトリウム水和物・炭酸水素ナトリウム","-"
"2031","外","2290700G4025","フルタイド50ディスカス","フルチカゾンプロピオン酸エステル吸入剤","50μg60ブリスター1個","GSK","488.60","646.50","先発品","処","","114558801","660451012","1","なし","2290700G4025","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","フルチカゾンプロピオン酸エステル","-"
"2032","外","2290700G5021","フルタイド100ディスカス","フルチカゾンプロピオン酸エステル吸入剤","100μg60ブリスター1個","GSK","746.80","950.00","先発品","処","","114559501","660451013","1","なし","2290700G5021","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","フルチカゾンプロピオン酸エステル","-"
"2033","外","2290700G6028","フルタイド200ディスカス","フルチカゾンプロピオン酸エステル吸入剤","200μg60ブリスター1個","GSK","1000.70","1247.60","先発品","処","","114579301","660451016","1","なし","2290700G6028","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","フルチカゾンプロピオン酸エステル","-"
"2034","外","2290701G1039","パルミコート100μgタービュヘイラー112吸入","ブデソニド吸入剤","11.2mg1瓶(100μg)","アストラゼネカ","776.80","911.60","先発品","処","","114560101","620005290","1","なし","2290701G1039","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","ブデソニド","-"
"2035","外","2290701G2035","パルミコート200μgタービュヘイラー56吸入","ブデソニド吸入剤","11.2mg1瓶(200μg)","アストラゼネカ","776.80","911.60","先発品","処","","114561801","620005291","1","なし","2290701G2035","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","ブデソニド","-"
"2036","外","2290701G3031","パルミコート200μgタービュヘイラー112吸入","ブデソニド吸入剤","22.4mg1瓶(200μg)","アストラゼネカ","952.20","1138.60","先発品","処","","114562501","620005292","1","なし","2290701G3031","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","ブデソニド","-"
"2037","外","2290702G3028","オルベスコ200μgインヘラー56吸入用","シクレソニド吸入剤","11.2mg3.3g1キット","帝人ファーマ","1070.60","1112.10","先発品","処","","117760201","620004890","1","なし","2290702G3028","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド)","シクレソニド","-"
"2038","外","2290800G4031","アドエア100ディスカス60吸入用","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル吸入剤","60ブリスター1キット","GSK","3006.50","3111.10","先発品","処","","118295801","621829501","1","なし","2290800G4031","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル","-"
"2039","外","2290800G5038","アドエア250ディスカス60吸入用","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル吸入剤","60ブリスター1キット","GSK","3509.40","3625.30","先発品","処","","118296501","621829601","1","なし","2290800G5038","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル","-"
"2040","外","2290800G6034","アドエア500ディスカス60吸入用","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル吸入剤","60ブリスター1キット","GSK","3821.50","3952.10","先発品","処","","118297201","621829701","1","なし","2290800G6034","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル","-"
"2041","外","2290800G8029","アドエア125エアゾール120吸入用","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル吸入剤","12.0g1瓶","GSK","3851.00","3983.80","先発品","処","","119812601","621981201","1","なし","2290800G8029","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル","-"
"2042","外","2290801G2033","ブデホル吸入粉末剤60吸入「JG」","ブデソニド・ホルモテロールフマル酸塩水和物吸入剤","60吸入1キット","日本ジェネリック","1176.10","1223.00","後発品","処","","127003701","622700301","3","あり","2290801G2033","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","ブデソニド・ホルモテロールフマル酸塩水和物","-"
"2043","外","2290802G2020","フルティフォーム125エアゾール56吸入用","フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物吸入剤","56吸入1瓶","杏林","2095.20","2176.40","先発品","処","","122780201","622278001","1","なし","2290802G2020","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物","-"
"2044","外","2290802G4022","フルティフォーム125エアゾール120吸入用","フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物吸入剤","120吸入1瓶","杏林","4175.60","4340.40","先発品","処","","122782601","622278201","1","なし","2290802G4022","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物","-"
"2045","外","2290803G1028","レルベア100エリプタ14吸入用","ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル吸入剤","14吸入1キット","GSK","2422.90","2422.90","先発品","処","","122792501","622279201","1","なし","2290803G1028","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル","-"
"2046","外","2290803G3020","レルベア100エリプタ30吸入用","ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル吸入剤","30吸入1キット","GSK","4692.90","4829.90","先発品","処","","123755901","622375501","1","なし","2290803G3020","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル","-"
"2047","外","2290803G4027","レルベア200エリプタ30吸入用","ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル吸入剤","30吸入1キット","GSK","5072.60","5220.80","先発品","処","","123756601","622375601","1","なし","2290803G4027","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(β2刺激薬),気管支喘息用薬-吸入(ステロイド),気管支喘息用薬-吸入(ステロイド・β2刺激薬配合薬)","ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル","-"
"2048","外","2290804G1022","テリルジー100エリプタ14吸入用","フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩吸入剤","14吸入1キット","GSK","4020.70","4020.70","先発品","処","","126788401","622678801","1","なし","2290804G1022","呼吸器官用薬－その他の呼吸器官用薬－その他","気管支喘息用薬-吸入(ステロイド),気管支拡張薬-吸入(β2刺激薬),気管支拡張薬-吸入(抗コリン薬),気管支拡張薬-吸入(ステロイド・抗コリン薬・β2刺激薬配合薬)","フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩","-"
